line,size,line_impedance,line_length
10503,110,0.36,0.11
10504,27,0.67,0.33
10505,113,0.7,0.12
10506,57,0.65,0.31
10507,186,0.44,0.24
10508,35,0.38,0.31
10509,139,0.7,0.19
10510,186,0.28,0.37
10511,62,0.74,0.35
10512,162,0.37,0.14
10513,144,0.25,0.4
10514,120,0.73,0.19
10515,117,0.73,0.35
10516,136,0.44,0.31
10517,25,0.62,0.23
10518,136,0.48,0.14
10519,131,0.79,0.37
10520,22,0.53,0.37
10521,171,0.24,0.28
10522,172,0.25,0.17
10523,26,0.29,0.38
10524,171,0.72,0.35
10525,187,0.73,0.31
10526,115,0.39,0.24
10527,74,0.67,0.38
10528,154,0.77,0.37
10529,41,0.73,0.4
10530,24,0.72,0.38
10531,96,0.62,0.19
10532,175,0.48,0.14
10533,126,0.68,0.32
10534,153,0.64,0.34
10535,89,0.22,0.12
10536,125,0.69,0.1
10537,92,0.69,0.27
10538,80,0.24,0.29
10539,20,0.77,0.37
10540,186,0.43,0.11
10541,121,0.56,0.18
10542,196,0.46,0.37
10543,185,0.45,0.35
10544,112,0.38,0.26
10545,121,0.7,0.12
10546,46,0.54,0.21
10547,153,0.64,0.26
10548,71,0.73,0.27
10549,111,0.26,0.39
10550,66,0.72,0.35
10551,72,0.22,0.27
10552,165,0.38,0.4
10553,43,0.52,0.36
10554,99,0.26,0.13
10555,28,0.58,0.35
10556,67,0.74,0.16
10557,89,0.36,0.35
10558,172,0.59,0.17
10559,137,0.38,0.11
10560,136,0.65,0.14
10561,142,0.27,0.18
10562,131,0.5,0.32
10563,135,0.75,0.34
10564,123,0.28,0.3
10565,45,0.4,0.33
10566,174,0.73,0.31
10567,198,0.21,0.21
10568,189,0.32,0.34
10569,83,0.21,0.3
10570,127,0.77,0.14
10571,46,0.23,0.24
10572,22,0.62,0.23
10573,86,0.28,0.12
10574,76,0.35,0.35
10575,93,0.67,0.11
10576,63,0.73,0.38
10577,87,0.8,0.19
10578,198,0.39,0.1
10579,186,0.56,0.32
10580,184,0.77,0.14
10581,72,0.77,0.34
10582,115,0.36,0.32
10583,43,0.63,0.29
10584,79,0.47,0.34
10585,166,0.29,0.22
10586,112,0.33,0.26
10587,108,0.5,0.11
10588,89,0.35,0.22
10589,46,0.24,0.17
10590,53,0.54,0.14
10591,121,0.79,0.33
10592,31,0.53,0.3
10593,23,0.69,0.15
10594,46,0.73,0.18
10595,187,0.48,0.31
10596,62,0.64,0.37
10597,104,0.51,0.22
10598,114,0.75,0.38
10599,64,0.39,0.1
10600,99,0.7,0.15
10601,120,0.28,0.27
10602,132,0.7,0.27
10603,198,0.31,0.39
10604,21,0.34,0.15
10605,134,0.62,0.31
10606,74,0.25,0.36
10607,111,0.66,0.19
10608,198,0.79,0.3
10609,89,0.39,0.26
10610,115,0.49,0.31
10611,107,0.67,0.29
10612,78,0.68,0.28
10613,126,0.52,0.31
10614,70,0.37,0.35
10615,37,0.32,0.38
10616,39,0.58,0.33
10617,182,0.76,0.15
10618,77,0.32,0.32
10619,60,0.5,0.16
10620,145,0.54,0.3
10621,100,0.57,0.39
10622,30,0.78,0.34
10623,179,0.74,0.13
10624,180,0.41,0.36
10625,149,0.55,0.15
10626,82,0.63,0.11
10627,189,0.64,0.23
10628,200,0.32,0.24
10629,198,0.73,0.39
10630,192,0.26,0.35
10631,83,0.77,0.21
10632,20,0.54,0.39
10633,47,0.59,0.37
10634,103,0.26,0.26
10635,74,0.64,0.35
10636,77,0.24,0.23
10637,64,0.67,0.37
10638,77,0.67,0.32
10639,113,0.43,0.15
10640,152,0.67,0.19
10641,164,0.48,0.14
10642,193,0.52,0.17
10643,93,0.72,0.1
10644,168,0.22,0.1
10645,33,0.39,0.12
10646,137,0.55,0.25
10647,75,0.29,0.1
10648,126,0.42,0.24
10649,156,0.31,0.25
10650,141,0.64,0.21
10651,164,0.68,0.28
10652,56,0.78,0.24
10653,53,0.25,0.36
10654,154,0.62,0.24
10655,65,0.58,0.24
10656,56,0.48,0.24
10657,69,0.79,0.21
10658,53,0.45,0.12
10659,121,0.79,0.39
10660,176,0.69,0.36
10661,88,0.74,0.38
10662,45,0.31,0.24
10663,35,0.78,0.39
10664,83,0.55,0.34
10665,23,0.79,0.21
10666,20,0.76,0.29
10667,172,0.38,0.18
10668,102,0.55,0.35
10669,82,0.23,0.36
10670,101,0.79,0.17
10671,21,0.79,0.31
10672,86,0.56,0.32
10673,145,0.46,0.2
10674,199,0.76,0.25
10675,89,0.76,0.31
10676,57,0.57,0.23
10677,33,0.58,0.35
10678,188,0.44,0.32
10679,80,0.72,0.37
10680,198,0.58,0.17
10681,175,0.41,0.1
10682,110,0.36,0.4
10683,180,0.63,0.18
10684,90,0.47,0.15
10685,90,0.5,0.14
10686,146,0.33,0.22
10687,126,0.56,0.17
10688,135,0.43,0.23
10689,31,0.24,0.35
10690,55,0.27,0.22
10691,93,0.64,0.27
10692,41,0.43,0.16
10693,175,0.67,0.37
10694,154,0.73,0.38
10695,164,0.65,0.16
10696,109,0.24,0.34
10697,179,0.42,0.4
10698,24,0.31,0.27
10699,105,0.6,0.26
10700,32,0.57,0.38
10701,109,0.31,0.34
10702,45,0.71,0.37
10703,181,0.36,0.22
10704,153,0.48,0.33
10705,91,0.54,0.16
10706,68,0.42,0.15
10707,128,0.56,0.15
10708,28,0.42,0.19
10709,42,0.4,0.33
10710,118,0.4,0.29
10711,187,0.79,0.36
10712,66,0.37,0.1
10713,97,0.33,0.31
10714,143,0.3,0.24
10715,87,0.7,0.23
10716,188,0.8,0.1
10717,170,0.52,0.3
10718,173,0.8,0.11
10719,136,0.77,0.23
10720,195,0.42,0.23
10721,66,0.47,0.34
10722,60,0.23,0.3
10723,119,0.27,0.25
10724,173,0.58,0.17
10725,81,0.67,0.23
10726,168,0.46,0.18
10727,182,0.44,0.33
10728,168,0.29,0.16
10729,62,0.58,0.3
10730,54,0.52,0.28
10731,107,0.3,0.18
10732,128,0.48,0.21
10733,30,0.39,0.15
10734,192,0.73,0.3
10735,172,0.2,0.24
10736,185,0.37,0.16
10737,196,0.58,0.32
10738,100,0.27,0.29
10739,36,0.53,0.16
10740,200,0.25,0.21
10741,119,0.35,0.35
10742,120,0.58,0.26
10743,150,0.78,0.16
10744,52,0.38,0.4
10745,155,0.66,0.16
10746,137,0.64,0.21
10747,78,0.42,0.39
10748,139,0.44,0.22
10749,25,0.77,0.12
10750,62,0.75,0.21
10751,181,0.78,0.13
10752,76,0.68,0.38
10753,72,0.58,0.27
10754,96,0.5,0.28
10755,140,0.42,0.22
10756,152,0.73,0.39
10757,63,0.26,0.31
10758,184,0.55,0.38
10759,159,0.53,0.33
10760,83,0.28,0.22
10761,182,0.59,0.36
10762,103,0.37,0.38
10763,171,0.64,0.33
10764,61,0.28,0.39
10765,150,0.53,0.21
10766,110,0.79,0.37
10767,116,0.29,0.34
10768,84,0.76,0.24
10769,84,0.5,0.28
10770,187,0.72,0.14
10771,87,0.59,0.26
10772,82,0.49,0.26
10773,147,0.22,0.24
10774,123,0.62,0.11
10775,175,0.51,0.16
10776,73,0.7,0.11
10777,108,0.47,0.25
10778,31,0.39,0.16
10779,187,0.66,0.39
10780,106,0.51,0.39
10781,33,0.62,0.2
10782,132,0.29,0.24
10783,129,0.8,0.14
10784,160,0.51,0.38
10785,90,0.75,0.22
10786,155,0.67,0.34
10787,109,0.52,0.18
10788,51,0.5,0.34
10789,22,0.27,0.22
10790,21,0.28,0.31
10791,187,0.78,0.2
10792,197,0.26,0.27
10793,127,0.27,0.2
10794,140,0.37,0.12
10795,27,0.2,0.32
10796,64,0.64,0.14
10797,191,0.54,0.27
10798,185,0.32,0.16
10799,96,0.21,0.12
10800,122,0.43,0.16
10801,56,0.75,0.36
10802,121,0.46,0.14
10803,168,0.74,0.4
10804,97,0.49,0.24
10805,183,0.29,0.1
10806,47,0.37,0.2
10807,155,0.55,0.21
10808,109,0.43,0.11
10809,180,0.74,0.29
10810,26,0.42,0.36
10811,35,0.64,0.34
10812,199,0.68,0.39
10813,122,0.31,0.24
10814,70,0.31,0.3
10815,96,0.25,0.2
10816,163,0.72,0.25
10817,197,0.38,0.38
10818,88,0.67,0.13
10819,27,0.68,0.32
10820,112,0.64,0.33
10821,157,0.37,0.12
10822,54,0.78,0.2
10823,154,0.5,0.31
10824,47,0.31,0.15
10825,107,0.57,0.3
10826,173,0.71,0.24
10827,197,0.69,0.23
10828,185,0.55,0.38
10829,172,0.71,0.21
10830,49,0.77,0.3
10831,176,0.33,0.3
10832,171,0.24,0.35
10833,120,0.35,0.2
10834,196,0.59,0.38
10835,190,0.77,0.11
10836,78,0.28,0.22
10837,131,0.31,0.24
10838,158,0.79,0.24
10839,86,0.59,0.32
10840,151,0.42,0.32
10841,187,0.75,0.28
10842,27,0.63,0.22
10843,28,0.4,0.21
10844,159,0.58,0.15
10845,195,0.37,0.38
10846,139,0.72,0.19
10847,123,0.21,0.4
10848,83,0.53,0.31
10849,74,0.3,0.2
10850,164,0.2,0.11
10851,68,0.66,0.35
10852,170,0.73,0.35
10853,27,0.76,0.34
10854,168,0.58,0.1
10855,21,0.72,0.31
10856,160,0.78,0.38
10857,184,0.33,0.19
10858,65,0.71,0.33
10859,112,0.53,0.2
10860,39,0.7,0.22
10861,150,0.43,0.23
10862,23,0.39,0.15
10863,55,0.58,0.11
10864,130,0.48,0.34
10865,140,0.27,0.32
10866,45,0.53,0.28
10867,175,0.27,0.3
10868,83,0.75,0.24
10869,54,0.57,0.12
10870,200,0.76,0.21
10871,84,0.4,0.37
10872,43,0.63,0.15
10873,70,0.3,0.12
10874,28,0.33,0.23
10875,60,0.66,0.19
10876,97,0.57,0.11
10877,135,0.33,0.33
10878,151,0.34,0.18
10879,40,0.64,0.36
10880,142,0.43,0.32
10881,173,0.25,0.17
10882,118,0.25,0.19
10883,174,0.21,0.18
10884,44,0.79,0.32
10885,23,0.26,0.17
10886,50,0.37,0.29
10887,184,0.75,0.21
10888,149,0.39,0.27
10889,90,0.69,0.37
10890,183,0.58,0.26
10891,78,0.53,0.39
10892,53,0.4,0.4
10893,68,0.64,0.11
10894,36,0.32,0.37
10895,126,0.28,0.12
10896,35,0.54,0.22
10897,55,0.7,0.3
10898,100,0.47,0.29
10899,189,0.71,0.27
10900,150,0.65,0.14
10901,145,0.34,0.24
10902,110,0.53,0.38
10903,138,0.65,0.27
10904,192,0.32,0.28
10905,164,0.38,0.28
10906,63,0.37,0.37
10907,200,0.5,0.3
10908,88,0.55,0.21
10909,42,0.53,0.16
10910,99,0.69,0.39
10911,186,0.47,0.2
10912,172,0.63,0.35
10913,166,0.35,0.33
10914,139,0.54,0.24
10915,38,0.67,0.28
10916,79,0.48,0.27
10917,179,0.59,0.29
10918,124,0.29,0.36
10919,110,0.37,0.25
10920,63,0.55,0.15
10921,82,0.49,0.39
10922,114,0.57,0.12
10923,50,0.72,0.39
10924,113,0.42,0.23
10925,56,0.52,0.18
10926,25,0.51,0.14
10927,40,0.25,0.21
10928,44,0.35,0.39
10929,23,0.68,0.11
10930,178,0.59,0.15
10931,38,0.42,0.14
10932,30,0.43,0.26
10933,166,0.69,0.1
10934,105,0.55,0.38
10935,167,0.66,0.38
10936,121,0.26,0.2
10937,189,0.37,0.11
10938,132,0.75,0.38
10939,137,0.49,0.3
10940,49,0.41,0.31
10941,112,0.76,0.15
10942,187,0.59,0.38
10943,61,0.33,0.15
10944,95,0.43,0.36
10945,55,0.67,0.4
10946,70,0.31,0.4
10947,179,0.27,0.18
10948,113,0.65,0.1
10949,123,0.67,0.33
10950,71,0.43,0.22
10951,123,0.51,0.36
10952,151,0.38,0.34
10953,98,0.5,0.29
10954,73,0.45,0.13
10955,190,0.57,0.16
10956,167,0.38,0.13
10957,89,0.38,0.18
10958,36,0.66,0.27
10959,122,0.77,0.13
10960,66,0.74,0.29
10961,176,0.49,0.18
10962,104,0.63,0.26
10963,96,0.21,0.34
10964,154,0.51,0.23
10965,162,0.46,0.27
10966,49,0.51,0.24
10967,56,0.25,0.35
10968,150,0.58,0.34
10969,149,0.4,0.16
10970,59,0.5,0.18
10971,113,0.38,0.2
10972,23,0.73,0.31
10973,101,0.49,0.26
10974,27,0.79,0.21
10975,177,0.24,0.12
10976,140,0.36,0.11
10977,147,0.41,0.16
10978,142,0.27,0.27
10979,46,0.4,0.16
10980,191,0.62,0.18
10981,188,0.73,0.12
10982,165,0.51,0.2
10983,164,0.33,0.11
10984,105,0.49,0.28
10985,71,0.36,0.36
10986,194,0.54,0.38
10987,115,0.59,0.11
10988,43,0.75,0.11
10989,172,0.61,0.32
10990,84,0.66,0.36
10991,91,0.29,0.31
10992,146,0.75,0.32
10993,179,0.22,0.38
10994,110,0.45,0.34
10995,65,0.59,0.25
10996,97,0.37,0.35
10997,200,0.54,0.37
10998,32,0.33,0.1
10999,65,0.66,0.37
11000,95,0.66,0.29
11001,197,0.34,0.15
11002,188,0.58,0.39
11003,142,0.54,0.34
11004,79,0.64,0.11
11005,69,0.21,0.1
11006,122,0.26,0.38
11007,153,0.28,0.15
11008,170,0.71,0.1
11009,107,0.52,0.33
11010,26,0.29,0.3
11011,196,0.73,0.32
11012,175,0.71,0.25
11013,118,0.65,0.33
11014,178,0.49,0.36
11015,189,0.66,0.18
11016,170,0.49,0.19
11017,187,0.74,0.37
11018,149,0.56,0.34
11019,123,0.38,0.28
11020,131,0.59,0.38
11021,36,0.41,0.12
11022,40,0.49,0.36
11023,57,0.57,0.29
11024,156,0.33,0.3
11025,141,0.65,0.29
11026,72,0.7,0.1
11027,105,0.27,0.23
11028,147,0.47,0.31
11029,43,0.21,0.15
11030,121,0.63,0.29
11031,138,0.53,0.37
11032,72,0.75,0.35
11033,78,0.59,0.12
11034,101,0.37,0.18
11035,32,0.52,0.27
11036,130,0.22,0.23
11037,74,0.38,0.1
11038,146,0.45,0.3
11039,115,0.67,0.13
11040,177,0.73,0.21
11041,199,0.72,0.21
11042,57,0.6,0.11
11043,55,0.53,0.3
11044,174,0.72,0.21
11045,70,0.27,0.27
11046,88,0.76,0.37
11047,22,0.74,0.17
11048,177,0.26,0.17
11049,116,0.7,0.39
11050,152,0.32,0.29
11051,40,0.62,0.29
11052,114,0.46,0.35
11053,141,0.38,0.2
11054,91,0.43,0.27
11055,153,0.51,0.27
11056,183,0.35,0.14
11057,133,0.59,0.36
11058,25,0.45,0.28
11059,188,0.29,0.33
11060,141,0.76,0.36
11061,57,0.79,0.35
11062,191,0.67,0.33
11063,177,0.37,0.29
11064,122,0.79,0.25
11065,34,0.47,0.34
11066,144,0.76,0.36
11067,24,0.22,0.3
11068,179,0.33,0.36
11069,192,0.63,0.32
11070,178,0.75,0.2
11071,146,0.63,0.29
11072,102,0.28,0.21
11073,147,0.64,0.18
11074,49,0.48,0.14
11075,55,0.21,0.12
11076,137,0.64,0.19
11077,36,0.79,0.21
11078,61,0.78,0.21
11079,142,0.6,0.21
11080,46,0.48,0.18
11081,141,0.67,0.13
11082,186,0.46,0.15
11083,143,0.66,0.34
11084,111,0.49,0.19
11085,153,0.65,0.3
11086,91,0.38,0.26
11087,92,0.25,0.29
11088,59,0.43,0.33
11089,116,0.49,0.2
11090,164,0.22,0.12
11091,147,0.31,0.26
11092,53,0.78,0.31
11093,51,0.66,0.19
11094,46,0.5,0.39
11095,30,0.7,0.38
11096,153,0.48,0.17
11097,72,0.65,0.34
11098,120,0.79,0.35
11099,25,0.76,0.23
11100,52,0.37,0.16
11101,79,0.33,0.29
11102,112,0.22,0.39
11103,81,0.35,0.16
11104,48,0.52,0.11
11105,175,0.72,0.11
11106,130,0.42,0.1
11107,32,0.61,0.33
11108,187,0.76,0.14
11109,179,0.76,0.16
11110,102,0.61,0.26
11111,194,0.58,0.28
11112,172,0.27,0.27
11113,128,0.7,0.34
11114,124,0.59,0.23
11115,134,0.67,0.19
11116,121,0.51,0.27
11117,128,0.4,0.24
11118,112,0.49,0.31
11119,24,0.76,0.35
11120,187,0.56,0.31
11121,162,0.33,0.35
11122,119,0.22,0.24
11123,61,0.59,0.29
11124,176,0.28,0.13
11125,176,0.51,0.27
11126,63,0.8,0.19
11127,127,0.67,0.13
11128,93,0.72,0.27
11129,86,0.64,0.31
11130,58,0.49,0.11
11131,189,0.36,0.26
11132,63,0.28,0.17
11133,26,0.43,0.24
11134,181,0.65,0.17
11135,56,0.29,0.29
11136,36,0.35,0.19
11137,32,0.5,0.22
11138,188,0.36,0.2
11139,102,0.41,0.13
11140,128,0.4,0.26
11141,40,0.47,0.32
11142,54,0.31,0.12
11143,79,0.3,0.21
11144,157,0.42,0.1
11145,114,0.68,0.32
11146,132,0.48,0.22
11147,40,0.4,0.37
11148,86,0.22,0.28
11149,57,0.34,0.2
11150,187,0.52,0.4
11151,24,0.36,0.12
11152,104,0.67,0.22
11153,24,0.43,0.12
11154,168,0.49,0.27
11155,70,0.31,0.17
11156,100,0.74,0.25
11157,101,0.76,0.39
11158,119,0.66,0.25
11159,181,0.67,0.16
11160,158,0.24,0.31
11161,200,0.28,0.2
11162,174,0.34,0.35
11163,56,0.51,0.23
11164,113,0.28,0.25
11165,114,0.74,0.4
11166,106,0.4,0.17
11167,87,0.7,0.22
11168,180,0.77,0.37
11169,172,0.63,0.31
11170,31,0.49,0.29
11171,149,0.2,0.33
11172,168,0.55,0.38
11173,172,0.78,0.22
11174,193,0.61,0.13
11175,55,0.42,0.12
11176,155,0.33,0.39
11177,37,0.25,0.22
11178,21,0.45,0.35
11179,191,0.58,0.12
11180,156,0.33,0.19
11181,85,0.77,0.35
11182,76,0.51,0.18
11183,84,0.79,0.25
11184,128,0.61,0.13
11185,179,0.64,0.22
11186,116,0.57,0.28
11187,196,0.32,0.22
11188,182,0.23,0.3
11189,135,0.71,0.33
11190,163,0.32,0.24
11191,114,0.55,0.18
11192,134,0.29,0.38
11193,24,0.32,0.35
11194,98,0.34,0.21
11195,57,0.68,0.21
11196,148,0.54,0.21
11197,109,0.59,0.33
11198,145,0.35,0.31
11199,62,0.67,0.21
11200,57,0.75,0.1
11201,192,0.47,0.24
11202,195,0.72,0.39
11203,136,0.76,0.14
11204,44,0.23,0.38
11205,117,0.69,0.27
11206,36,0.56,0.28
11207,200,0.24,0.34
11208,120,0.6,0.2
11209,67,0.51,0.19
11210,23,0.79,0.26
11211,174,0.68,0.25
11212,162,0.21,0.15
11213,129,0.79,0.16
11214,81,0.36,0.26
11215,92,0.38,0.39
11216,102,0.66,0.18
11217,82,0.7,0.14
11218,197,0.39,0.36
11219,37,0.32,0.32
11220,22,0.42,0.29
11221,188,0.28,0.25
11222,170,0.2,0.22
11223,74,0.47,0.25
11224,174,0.36,0.36
11225,155,0.64,0.28
11226,97,0.63,0.23
11227,77,0.44,0.22
11228,110,0.24,0.28
11229,99,0.75,0.19
11230,24,0.63,0.18
11231,138,0.79,0.22
11232,89,0.5,0.32
11233,27,0.58,0.38
11234,43,0.4,0.35
11235,23,0.61,0.18
11236,34,0.72,0.38
11237,146,0.54,0.17
11238,59,0.37,0.27
11239,63,0.78,0.18
11240,75,0.28,0.11
11241,153,0.55,0.3
11242,22,0.67,0.38
11243,159,0.34,0.21
11244,94,0.57,0.27
11245,186,0.4,0.38
11246,133,0.71,0.37
11247,171,0.57,0.32
11248,67,0.54,0.18
11249,108,0.45,0.32
11250,183,0.54,0.28
11251,31,0.45,0.28
11252,52,0.62,0.16
11253,36,0.48,0.38
11254,53,0.78,0.36
11255,103,0.36,0.13
11256,139,0.5,0.39
11257,163,0.57,0.25
11258,110,0.24,0.13
11259,194,0.58,0.37
11260,80,0.39,0.2
11261,177,0.78,0.36
11262,139,0.76,0.32
11263,193,0.29,0.18
11264,107,0.58,0.32
11265,59,0.59,0.35
11266,126,0.72,0.21
11267,165,0.45,0.34
11268,41,0.4,0.28
11269,152,0.76,0.18
11270,49,0.33,0.22
11271,58,0.26,0.37
11272,165,0.73,0.19
11273,155,0.41,0.34
11274,136,0.21,0.17
11275,173,0.36,0.26
11276,112,0.69,0.35
11277,112,0.25,0.3
11278,91,0.73,0.37
11279,174,0.46,0.39
11280,122,0.47,0.24
11281,97,0.74,0.19
11282,180,0.26,0.37
11283,66,0.74,0.31
11284,50,0.49,0.18
11285,108,0.2,0.21
11286,197,0.66,0.15
11287,110,0.59,0.26
11288,41,0.21,0.14
11289,179,0.63,0.39
11290,42,0.7,0.19
11291,60,0.66,0.26
11292,151,0.8,0.22
11293,48,0.49,0.3
11294,57,0.71,0.26
11295,152,0.51,0.33
11296,154,0.78,0.29
11297,53,0.61,0.13
11298,72,0.47,0.19
11299,164,0.8,0.29
11300,81,0.52,0.11
11301,135,0.79,0.12
11302,184,0.7,0.15
11303,90,0.35,0.16
11304,150,0.79,0.22
11305,87,0.32,0.27
11306,135,0.34,0.37
11307,76,0.63,0.35
11308,179,0.36,0.27
11309,69,0.49,0.11
11310,141,0.38,0.16
11311,153,0.49,0.29
11312,161,0.41,0.28
11313,179,0.31,0.12
11314,173,0.4,0.15
11315,72,0.79,0.37
11316,158,0.47,0.19
11317,140,0.57,0.25
11318,80,0.26,0.32
11319,26,0.29,0.22
11320,177,0.65,0.3
11321,177,0.58,0.23
11322,172,0.29,0.31
11323,195,0.2,0.28
11324,86,0.34,0.11
11325,116,0.28,0.19
11326,29,0.21,0.39
11327,35,0.21,0.12
11328,182,0.25,0.19
11329,157,0.52,0.33
11330,150,0.63,0.19
11331,99,0.7,0.23
11332,102,0.45,0.28
11333,104,0.56,0.18
11334,36,0.26,0.34
11335,34,0.56,0.23
11336,41,0.54,0.2
11337,51,0.68,0.21
11338,194,0.23,0.2
11339,182,0.57,0.14
11340,142,0.32,0.39
11341,60,0.55,0.21
11342,42,0.67,0.2
11343,194,0.74,0.19
11344,43,0.58,0.11
11345,96,0.36,0.3
11346,166,0.78,0.39
11347,129,0.73,0.4
11348,77,0.56,0.36
11349,65,0.63,0.38
11350,73,0.51,0.23
11351,118,0.31,0.24
11352,105,0.35,0.21
11353,200,0.65,0.22
11354,50,0.31,0.18
11355,166,0.62,0.24
11356,190,0.4,0.36
11357,128,0.54,0.2
11358,22,0.44,0.15
11359,33,0.77,0.31
11360,108,0.28,0.28
11361,167,0.27,0.4
11362,68,0.51,0.16
11363,127,0.37,0.34
11364,32,0.67,0.33
11365,178,0.75,0.28
11366,63,0.22,0.26
11367,105,0.72,0.11
11368,115,0.68,0.37
11369,54,0.67,0.17
11370,142,0.21,0.15
11371,171,0.3,0.11
11372,67,0.22,0.18
11373,79,0.66,0.22
11374,139,0.58,0.17
11375,155,0.77,0.29
11376,162,0.67,0.13
11377,110,0.62,0.32
11378,23,0.62,0.34
11379,173,0.23,0.18
11380,34,0.52,0.38
11381,21,0.36,0.39
11382,62,0.62,0.37
11383,47,0.25,0.16
11384,174,0.55,0.23
11385,198,0.72,0.29
11386,84,0.36,0.36
11387,72,0.3,0.32
11388,97,0.21,0.31
11389,171,0.4,0.32
11390,132,0.57,0.19
11391,25,0.42,0.34
11392,47,0.23,0.14
11393,40,0.74,0.38
11394,180,0.56,0.4
11395,137,0.29,0.37
11396,41,0.42,0.19
11397,74,0.53,0.24
11398,95,0.69,0.12
11399,83,0.52,0.12
11400,110,0.77,0.3
11401,144,0.51,0.13
11402,99,0.44,0.11
11403,199,0.43,0.27
11404,135,0.6,0.28
11405,64,0.68,0.31
11406,28,0.4,0.38
11407,167,0.65,0.22
11408,121,0.52,0.36
11409,28,0.64,0.37
11410,55,0.58,0.21
11411,151,0.76,0.22
11412,168,0.62,0.2
11413,145,0.25,0.17
11414,141,0.79,0.33
11415,136,0.59,0.37
11416,166,0.57,0.24
11417,82,0.67,0.25
11418,181,0.32,0.25
11419,113,0.35,0.37
11420,142,0.23,0.36
11421,193,0.63,0.16
11422,194,0.76,0.26
11423,161,0.35,0.32
11424,72,0.52,0.24
11425,96,0.33,0.24
11426,140,0.23,0.12
11427,87,0.37,0.33
11428,158,0.72,0.3
11429,20,0.72,0.24
11430,177,0.72,0.1
11431,125,0.8,0.24
11432,115,0.38,0.24
11433,62,0.45,0.22
11434,104,0.47,0.21
11435,136,0.41,0.27
11436,63,0.79,0.28
11437,122,0.34,0.13
11438,78,0.44,0.28
11439,94,0.77,0.25
11440,82,0.66,0.19
11441,112,0.37,0.26
11442,122,0.35,0.23
11443,124,0.66,0.18
11444,63,0.32,0.23
11445,38,0.56,0.29
11446,191,0.65,0.35
11447,138,0.38,0.13
11448,99,0.71,0.27
11449,148,0.59,0.15
11450,157,0.24,0.15
11451,115,0.71,0.13
11452,114,0.45,0.38
11453,147,0.54,0.33
11454,68,0.49,0.21
11455,153,0.66,0.15
11456,87,0.78,0.11
11457,40,0.76,0.36
11458,30,0.27,0.39
11459,197,0.3,0.16
11460,151,0.48,0.36
11461,141,0.64,0.37
11462,44,0.25,0.24
11463,149,0.35,0.17
11464,20,0.52,0.36
11465,96,0.54,0.38
11466,51,0.59,0.29
11467,28,0.44,0.19
11468,30,0.27,0.21
11469,164,0.69,0.34
11470,138,0.66,0.2
11471,195,0.59,0.19
11472,147,0.46,0.27
11473,174,0.66,0.29
11474,193,0.61,0.29
11475,130,0.35,0.29
11476,78,0.45,0.27
11477,150,0.55,0.31
11478,160,0.39,0.23
11479,58,0.63,0.36
11480,34,0.45,0.2
11481,72,0.61,0.34
11482,198,0.27,0.13
11483,23,0.61,0.37
11484,96,0.58,0.31
11485,54,0.6,0.22
11486,25,0.58,0.27
11487,45,0.66,0.23
11488,63,0.63,0.26
11489,50,0.54,0.11
11490,193,0.52,0.2
11491,108,0.34,0.39
11492,121,0.62,0.3
11493,84,0.75,0.29
11494,45,0.62,0.29
11495,39,0.43,0.24
11496,38,0.61,0.36
11497,40,0.22,0.33
11498,68,0.31,0.22
11499,109,0.51,0.29
11500,52,0.6,0.27
11501,116,0.57,0.23
11502,187,0.42,0.35
11503,191,0.55,0.23
11504,39,0.33,0.14
11505,160,0.33,0.15
11506,136,0.42,0.32
11507,89,0.71,0.32
11508,172,0.54,0.38
11509,98,0.63,0.15
11510,199,0.8,0.21
11511,125,0.27,0.34
11512,102,0.55,0.23
11513,95,0.5,0.17
11514,195,0.72,0.36
11515,64,0.25,0.22
11516,117,0.71,0.35
11517,120,0.73,0.22
11518,65,0.3,0.28
11519,146,0.5,0.23
11520,188,0.34,0.15
11521,170,0.48,0.18
11522,27,0.6,0.14
11523,100,0.56,0.36
11524,96,0.47,0.17
11525,45,0.8,0.17
11526,144,0.24,0.35
11527,67,0.37,0.16
11528,182,0.74,0.18
11529,37,0.47,0.24
11530,147,0.29,0.39
11531,29,0.68,0.17
11532,63,0.65,0.29
11533,187,0.26,0.3
11534,45,0.43,0.24
11535,25,0.68,0.26
11536,68,0.25,0.3
11537,110,0.27,0.15
11538,139,0.22,0.24
11539,168,0.29,0.24
11540,135,0.36,0.29
11541,196,0.42,0.17
11542,80,0.32,0.28
11543,66,0.72,0.14
11544,148,0.46,0.36
11545,150,0.64,0.4
11546,183,0.35,0.23
11547,48,0.61,0.34
11548,29,0.32,0.13
11549,83,0.6,0.37
11550,149,0.27,0.24
11551,197,0.31,0.11
11552,131,0.5,0.26
11553,151,0.71,0.37
11554,59,0.36,0.12
11555,135,0.56,0.15
11556,74,0.42,0.38
11557,34,0.59,0.34
11558,173,0.79,0.38
11559,186,0.47,0.12
11560,199,0.23,0.19
11561,179,0.77,0.17
11562,26,0.59,0.25
11563,120,0.58,0.23
11564,177,0.73,0.25
11565,39,0.8,0.2
11566,58,0.36,0.32
11567,29,0.46,0.39
11568,185,0.27,0.12
11569,103,0.77,0.33
11570,40,0.72,0.28
11571,44,0.43,0.24
11572,24,0.51,0.36
11573,193,0.26,0.23
11574,152,0.21,0.11
11575,175,0.77,0.37
11576,133,0.54,0.21
11577,54,0.28,0.18
